Protein Name,ChEMBL ID
Chromosome-associated kinesin KIF4A,CHEMBL6163
Tankyrase-1,CHEMBL6164
Mitogen-activated protein kinase kinase kinase kinase 4,CHEMBL6166
Serine/threonine-protein kinase LATS1,CHEMBL6167
Protein BAT5,CHEMBL6168
Cytochrome b5,CHEMBL6170
Cytochrome c oxidase subunit 1,CHEMBL6173
Cytochrome c oxidase subunit 2,CHEMBL6174
Activin receptor type-2A,CHEMBL5616
Aryl hydrocarbon receptor nuclear translocator,CHEMBL5618
DNA-(apurinic or apyrimidinic site) lyase,CHEMBL5619
Proteasome subunit beta type-8,CHEMBL5620
SHC-transforming protein 1,CHEMBL5626
Leukocyte tyrosine kinase receptor,CHEMBL5627
Disintegrin and metalloproteinase domain-containing protein 8,CHEMBL5665
Disks large homolog 4,CHEMBL5666
Phosphatidylinositol-5-phosphate 4-kinase type-2 beta,CHEMBL5667
Serine/threonine-protein kinase SRPK2,CHEMBL5668
Protein delta homolog 1,CHEMBL5671
Egl nine homolog 1,CHEMBL5697
NUAK family SNF1-like kinase 2,CHEMBL5698
Serine/threonine-protein kinase SIK2,CHEMBL5699
Lysophosphatidic acid receptor 5,CHEMBL5700
Serine/threonine-protein kinase TAO3,CHEMBL5701
Tyrosine-protein kinase Srms,CHEMBL5703
Elongation of very long chain fatty acids protein 6,CHEMBL5704
Egl nine homolog 3,CHEMBL5705
COP9 signalosome complex subunit 7b,CHEMBL5706
Solute carrier family 28 member 3,CHEMBL5707
Complement factor B,CHEMBL5731
Pro-epidermal growth factor,CHEMBL5734
Glucagon,CHEMBL5736
VIP peptides,CHEMBL5737
Translocator protein,CHEMBL5742
"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",CHEMBL5758
Mitogen-activated protein kinase 4,CHEMBL5759
Sodium- and chloride-dependent taurine transporter,CHEMBL5762
Polycystin-1,CHEMBL5772
Cyclin-dependent kinase-like 1,CHEMBL5789
Serine/threonine-protein kinase PCTAIRE-2,CHEMBL5790
Elongation of very long chain fatty acids protein 3,CHEMBL5791
Cytochrome P450 3A43,CHEMBL5792
Gamma-parvin,CHEMBL5793
Serine/threonine-protein kinase Sgk2,CHEMBL5794
Toll-like receptor 9,CHEMBL5804
Toll-like receptor 8,CHEMBL5805
Glycophorin-A,CHEMBL5806
Angiogenin,CHEMBL5829
G protein-coupled receptor kinase 4,CHEMBL5861
Kinesin-1 heavy chain,CHEMBL5864
Catenin beta-1,CHEMBL5866
Nuclear receptor ROR-alpha,CHEMBL5868
Heat shock factor protein 1,CHEMBL5869
Centromere-associated protein E,CHEMBL5870
Kinesin-like protein KIF23,CHEMBL5899
Activin receptor type-1,CHEMBL5903
Aldo-keto reductase family 1 member C1,CHEMBL5905
Serine/threonine-protein kinase LATS2,CHEMBL5907
Protection of telomeres protein 1,CHEMBL5908
Hypoxia-inducible factor 1-alpha inhibitor,CHEMBL5909
Aurora kinase A-interacting protein,CHEMBL5910
Elongation of very long chain fatty acids protein 2,CHEMBL5911
Serine/threonine-protein kinase 32B,CHEMBL5912
Toll-like receptor 7,CHEMBL5936
Elongation of very long chain fatty acids protein 5,CHEMBL5937
Serine/threonine-protein kinase PLK2,CHEMBL5938
Endoplasmic reticulum aminopeptidase 1,CHEMBL5939
Serine/threonine-protein kinase MARK1,CHEMBL5940
Serine/threonine-protein kinase MST4,CHEMBL5941
Phosphatidylcholine-sterol acyltransferase,CHEMBL5942
Heat shock protein beta-1,CHEMBL5976
Galectin-2,CHEMBL5977
"Alkaline phosphatase, tissue-nonspecific isozyme",CHEMBL5979
"Cytochrome P450, family 4, subfamily X, polypeptide 1, isoform CRA_c",CHEMBL6048
Creatine kinase B-type,CHEMBL6049
Testis-specific serine/threonine-protein kinase 2,CHEMBL6014
Transforming protein RhoA,CHEMBL6052
Bile salt export pump,CHEMBL6020
PAS domain-containing serine/threonine-protein kinase,CHEMBL6054
Serine/threonine-protein kinase WNK3,CHEMBL6055
DNA (cytosine-5)-methyltransferase 3B,CHEMBL6095
Fatty acid desaturase 2,CHEMBL6097
Signal transducer and activator of transcription 1-alpha/beta,CHEMBL6101
Transcription factor Sp1,CHEMBL6103
FML2_HUMAN,CHEMBL5646
Deoxycytidylate deaminase,CHEMBL5675
G protein-coupled receptor kinase 5,CHEMBL5678
Serine/threonine-protein kinase Nek3,CHEMBL5679
Bcl-2-related protein A1,CHEMBL6044
UMP-CMP kinase,CHEMBL5681
Uridine-cytidine kinase 1,CHEMBL5682
BCR/ABL p210 fusion protein,CHEMBL6105
Kinesin-like protein KIF3B,CHEMBL6109
Lysine-specific histone demethylase 1,CHEMBL6136
Lysine-specific demethylase 4D,CHEMBL6138
Poly [ADP-ribose] polymerase 4,CHEMBL6142
G protein-coupled receptor kinase 6,CHEMBL6144
Lysine-specific demethylase 4C,CHEMBL6175
NAD kinase,CHEMBL6177
"NADP-dependent malic enzyme, mitochondrial",CHEMBL6182
Prolyl 4-hydroxylase subunit alpha-2,CHEMBL5640
"V-type proton ATPase subunit B, brain isoform",CHEMBL5641
Serine/threonine-protein kinase Sgk3,CHEMBL6186
Serine/threonine-protein kinase Nek11,CHEMBL5638
Serine/threonine-protein kinase WNK2,CHEMBL5639
Activin receptor type-1C,CHEMBL5642
5'-nucleotidase,CHEMBL5957
Alpha-1-acid glycoprotein 2,CHEMBL5958
Alpha-1-antichymotrypsin,CHEMBL5960
Aldo-keto reductase family 1 member B10,CHEMBL5983
Apolipoprotein A-I,CHEMBL5984
ADP-ribosylation factor 1,CHEMBL5985
ADP-ribosylation factor 5,CHEMBL5986
ADP-ribosylation factor 6,CHEMBL5987
Bcl-2-like protein 10,CHEMBL5988
Baculoviral IAP repeat-containing protein 5,CHEMBL5989
Breast cancer type 1 susceptibility protein,CHEMBL5990
Caspase-14,CHEMBL5991
"Sterol 26-hydroxylase, mitochondrial",CHEMBL5992
"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",CHEMBL5993
C-X-C chemokine receptor type 6,CHEMBL5994
Cytohesin-2,CHEMBL5995
"Dihydrodipicolinate synthase-like, mitochondrial",CHEMBL5996
"Deoxyguanosine kinase, mitochondrial",CHEMBL5997
Estradiol 17-beta-dehydrogenase 12,CHEMBL5998
3-keto-steroid reductase,CHEMBL5999
Dickkopf-related protein 1,CHEMBL6024
DNA polymerase theta,CHEMBL6025
Dual specificity protein phosphatase 1,CHEMBL6026
Segment polarity protein dishevelled homolog DVL-1,CHEMBL6027
Segment polarity protein dishevelled homolog DVL-3,CHEMBL6028
Eukaryotic translation initiation factor 2-alpha kinase 1,CHEMBL6029
Eukaryotic translation initiation factor 2-alpha kinase 3,CHEMBL6030
"Histone-lysine N-methyltransferase, H3 lysine-9 specific 5",CHEMBL6031
"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3",CHEMBL6032
Ectonucleotide pyrophosphatase/phosphodiesterase family member 6,CHEMBL6033
Ectonucleotide pyrophosphatase/phosphodiesterase family member 7,CHEMBL6058
Ephrin type-B receptor 6,CHEMBL5836
Erythropoietin,CHEMBL5837
Receptor tyrosine-protein kinase erbB-3,CHEMBL5838
Delta(14)-sterol reductase,CHEMBL5839
Fatty acid desaturase 1,CHEMBL5840
Low affinity immunoglobulin gamma Fc region receptor II-a,CHEMBL5841
Low affinity immunoglobulin gamma Fc region receptor III-B,CHEMBL5842
UDP-glucose 4-epimerase,CHEMBL5843
Glucagon-like peptide 2 receptor,CHEMBL5844
Glycine receptor subunit alpha-1,CHEMBL5845
Glycine receptor subunit alpha-2,CHEMBL5871
G-protein coupled estrogen receptor 1,CHEMBL5872
"Solute carrier family 2, facilitated glucose transporter member 2",CHEMBL5873
"Solute carrier family 2, facilitated glucose transporter member 4",CHEMBL5874
"Solute carrier family 2, facilitated glucose transporter member 5",CHEMBL5875
Histone H4,CHEMBL5876
Beta-hexosaminidase subunit beta,CHEMBL5877
Histidine triad nucleotide-binding protein 1,CHEMBL5878
Hematopoietic prostaglandin D synthase,CHEMBL5879
Interleukin-2,CHEMBL5880
Insulin,CHEMBL5881
Integrin alpha-10,CHEMBL5882
Integrin alpha-11,CHEMBL5883
Voltage-gated potassium channel subunit beta-1,CHEMBL5884
Potassium voltage-gated channel subfamily D member 2,CHEMBL5885
Leptin receptor,CHEMBL5913
Mitogen-activated protein kinase kinase kinase 2,CHEMBL5914
"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",CHEMBL5915
Membrane-bound transcription factor site-1 protease,CHEMBL5916
"Malate dehydrogenase, mitochondrial",CHEMBL5917
Canalicular multispecific organic anion transporter 2,CHEMBL5918
Myeloid differentiation primary response protein MyD88,CHEMBL5919
N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,CHEMBL5920
Bifunctional protein NCOAT,CHEMBL5921
Non-specific lipid-transfer protein,CHEMBL5950
Neuropeptide FF receptor 1,CHEMBL5951
Neuropeptide FF receptor 2,CHEMBL5952
RAS guanyl-releasing protein 1,CHEMBL5953
"Ornithine aminotransferase, mitochondrial",CHEMBL5954
UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,CHEMBL5955
Protein-arginine deiminase type-4,CHEMBL6111
Protocadherin-15,CHEMBL6112
Phosphoethanolamine/phosphocholine phosphatase,CHEMBL6113
Phospholipase A-2-activating protein,CHEMBL6114
Lysosomal protective protein,CHEMBL6115
Peroxisome proliferator-activated receptor gamma coactivator 1-alpha,CHEMBL6116
Tyrosine-protein phosphatase non-receptor type 9,CHEMBL6117
Quinone oxidoreductase,CHEMBL6118
40S ribosomal protein SA,CHEMBL6119
Solute carrier family 22 member 12,CHEMBL6120
Serine/threonine-protein kinase SIK3,CHEMBL6149
Serine/threonine-protein kinase 32A,CHEMBL6150
Serine/threonine-protein kinase 31,CHEMBL6151
Alpha-synuclein,CHEMBL6152
Threonine aspartase 1,CHEMBL6153
Tankyrase-2,CHEMBL6154
Thiamin pyrophosphokinase 1,CHEMBL6155
Tripeptidyl-peptidase 2,CHEMBL6156
Tumor susceptibility gene 101 protein,CHEMBL6157
Ubiquitin carboxyl-terminal hydrolase 5,CHEMBL6158
Ubiquitin carboxyl-terminal hydrolase isozyme L1,CHEMBL6159
Ubiquitin carboxyl-terminal hydrolase isozyme L3,CHEMBL6195
UDP-glucuronosyltransferase 2B4,CHEMBL6196
UDP-glucuronosyltransferase 2B10,CHEMBL6160
UDP-glucuronosyltransferase 2B15,CHEMBL6161
UDP-glucuronosyltransferase 2B28,CHEMBL6189
Voltage-dependent anion-selective channel protein 2,CHEMBL6190
SPS1/STE20-related protein kinase YSK4,CHEMBL6191
Toll-like receptor 3,CHEMBL1075113
Dual specificity tyrosine-phosphorylation-regulated kinase 4,CHEMBL1075115
DNA-binding protein inhibitor ID-1,CHEMBL1075116
Kinesin-like protein KIFC3,CHEMBL1075119
Diacylglycerol kinase delta,CHEMBL1075120
Putative hydrolase RBBP9,CHEMBL1075121
Pyruvate kinase isozymes R/L,CHEMBL1075126
Baculoviral IAP repeat-containing protein 7,CHEMBL1075127
Cofilin-1,CHEMBL1075129
Lactase-phlorizin hydrolase,CHEMBL1075131
Endoplasmin,CHEMBL1075323
"Heat shock protein 75 kDa, mitochondrial",CHEMBL1075132
G protein-coupled receptor kinase 7,CHEMBL1075133
Proteasome assembly chaperone 3,CHEMBL1075137
Tyrosyl-DNA phosphodiesterase 1,CHEMBL1075138
Ribosomal L1 domain-containing protein 1,CHEMBL1075139
Neuromedin-U receptor 2,CHEMBL1075144
Transitional endoplasmic reticulum ATPase,CHEMBL1075145
Diacylglycerol kinase gamma,CHEMBL1075157
Cystine/glutamate transporter,CHEMBL1075149
Glucokinase regulatory protein,CHEMBL1075152
Tumor necrosis factor receptor superfamily member 10B,CHEMBL1075153
Serine/threonine-protein kinase 38,CHEMBL1075155
Uracil nucleotide/cysteinyl leukotriene receptor,CHEMBL1075162
Serine/threonine-protein kinase haspin,CHEMBL1075163
Phosphatidylinositol 3-kinase catalytic subunit type 3,CHEMBL1075165
Beta-adrenergic receptor kinase 2,CHEMBL1075166
Homeodomain-interacting protein kinase 4,CHEMBL1075167
Protein tyrosine phosphatase type IVA 1,CHEMBL1075169
Proto-oncogene serine/threonine-protein kinase mos,CHEMBL1075184
Serine/threonine-protein kinase WNK1,CHEMBL1075173
Neuromedin-U receptor 1,CHEMBL1075178
CD81 antigen,CHEMBL1075180
Pyridoxal kinase,CHEMBL1075181
Kinesin-like protein KIF3C,CHEMBL1075196
Diacylglycerol kinase epsilon,CHEMBL1075187
Pyruvate kinase isozymes M1/M2,CHEMBL1075189
Serine/threonine-protein kinase TAO2,CHEMBL1075195
Glycine receptor subunit alpha-3,CHEMBL1075092
Nuclear factor erythroid 2-related factor 2,CHEMBL1075094
Arginase-1,CHEMBL1075097
G-protein coupled receptor 81,CHEMBL1075101
Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit alpha,CHEMBL1075102
Leucine-rich repeat serine/threonine-protein kinase 2,CHEMBL1075104
Protein tyrosine phosphatase type IVA 2,CHEMBL1075105
Vitronectin,CHEMBL1075314
C-X-C chemokine receptor type 5,CHEMBL1075315
WD repeat-containing protein 5,CHEMBL1075317
Transient receptor potential cation channel subfamily M member 8,CHEMBL1075319
G-protein coupled receptor 55,CHEMBL1075322
Serine/threonine-protein kinase/endoribonuclease IRE1,CHEMBL1163101
Serine/threonine-protein kinase OSR1,CHEMBL1163104
Serine/threonine-protein kinase MAK,CHEMBL1163106
STE20/SPS1-related proline-alanine-rich protein kinase,CHEMBL1163108
Cyclin-dependent kinase-like 5,CHEMBL1163112
Cyclin-dependent kinase-like 3,CHEMBL1163117
Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit gamma,CHEMBL1163120
Mitogen-activated protein kinase kinase kinase 6,CHEMBL1163123
Mitogen-activated protein kinase kinase kinase 13,CHEMBL1163124
Bromodomain-containing protein 4,CHEMBL1163125
Serine/threonine-protein kinase ICK,CHEMBL1163126
Mitogen-activated protein kinase kinase kinase 15,CHEMBL1163127
Microtubule-associated serine/threonine-protein kinase 1,CHEMBL1163128
Serine/threonine-protein kinase SBK1,CHEMBL1163129
Serine/threonine-protein kinase A-Raf,CHEMBL1169596
Interleukin-5,CHEMBL1169600
Splicing factor 3B subunit 2,CHEMBL1229011
Histone deacetylase complex subunit SAP130,CHEMBL1229012
Splicing factor 3B subunit 1,CHEMBL1229013
Deoxyribonuclease-2-alpha,CHEMBL1250342
Serine palmitoyltransferase 1,CHEMBL1250343
Serine palmitoyltransferase 2,CHEMBL1250344
Myc proto-oncogene protein,CHEMBL1250348
Prolyl 4-hydroxylase subunit alpha-1,CHEMBL1250350
Tumor necrosis factor receptor superfamily member 1B,CHEMBL1250356
Tumor necrosis factor receptor superfamily member 5,CHEMBL1250358
Tumor necrosis factor receptor superfamily member 3,CHEMBL1250360
Protein max,CHEMBL1250363
NADPH oxidase 4,CHEMBL1250375
Tumor necrosis factor receptor superfamily member EDAR,CHEMBL1250376
Splicing factor 3B subunit 3,CHEMBL1250378
ELAV-like protein 1,CHEMBL1250379
Dual specificity protein phosphatase 5,CHEMBL1250380
Dual specificity protein phosphatase 6,CHEMBL1250381
Transient receptor potential cation channel subfamily M member 2,CHEMBL1250402
Short transient receptor potential channel 5,CHEMBL1250411
Transient receptor potential cation channel subfamily M member 7,CHEMBL1250412
BH3-interacting domain death agonist,CHEMBL1250414
Beta-hexosaminidase subunit alpha,CHEMBL1250415
Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,CHEMBL1250417
Segment polarity protein dishevelled homolog DVL-2,CHEMBL1255125
Protein Mdm4,CHEMBL1255126
Axin-1,CHEMBL1255127
Eukaryotic translation initiation factor 2 subunit 1,CHEMBL1255131
Protein Wnt-2,CHEMBL1255132
Protein Wnt-3a,CHEMBL1255137
Ras-related protein Rap-1A,CHEMBL1255139
Proline-rich AKT1 substrate 1,CHEMBL1255161
Probable protein-cysteine N-palmitoyltransferase porcupine,CHEMBL1255163
Axin-2,CHEMBL1255167
PH domain leucine-rich repeat-containing protein phosphatase 2,CHEMBL1275209
C-C motif chemokine 5,CHEMBL1275217
Heat shock cognate 71 kDa protein,CHEMBL1275223
Protein arginine N-methyltransferase 6,CHEMBL1275221
Stearoyl-CoA desaturase 5,CHEMBL1275210
Ketohexokinase,CHEMBL1275212
UDP-glucuronosyltransferase 1-1,CHEMBL1287617
Lethal(3)malignant brain tumor-like protein 1,CHEMBL1287622
Lethal(3)malignant brain tumor-like protein 3,CHEMBL1287623
Lethal(3)malignant brain tumor-like protein 4,CHEMBL1287624
MBT domain-containing protein 1,CHEMBL1287625
Cytochrome b-245 heavy chain,CHEMBL1287627
NADPH oxidase 1,CHEMBL1287628
ATP-binding cassette sub-family B member 9,CHEMBL1293189
Transcriptional regulator ERG,CHEMBL1293191
Atrial natriuretic factor,CHEMBL1293193
"Carnitine O-palmitoyltransferase 1, liver isoform",CHEMBL1293194
Acidic mammalian chitinase,CHEMBL1293197
Serine/threonine-protein kinase VRK1,CHEMBL1293199
Nucleotide-binding oligomerization domain-containing protein 1,CHEMBL1293222
Microtubule-associated protein tau,CHEMBL1293224
Lysine-specific demethylase 4D-like,CHEMBL1293226
Ubiquitin carboxyl-terminal hydrolase 2,CHEMBL1293227
Nuclear receptor subfamily 4 group A member 1,CHEMBL1293229
Polypyrimidine tract-binding protein 1,CHEMBL1293230
Survival motor neuron protein,CHEMBL1293232
Prelamin-A/C,CHEMBL1293235
ATP-dependent DNA helicase Q1,CHEMBL1293236
Bloom syndrome protein,CHEMBL1293237
Plectin,CHEMBL1293240
MCOLN3 protein,CHEMBL1293243
Kruppel-like factor 5,CHEMBL1293249
15-hydroxyprostaglandin dehydrogenase [NAD+],CHEMBL1293255
Thrombopoietin,CHEMBL1293256
Galactokinase,CHEMBL1293257
Mothers against decapentaplegic homolog 3,CHEMBL1293258
Serine/threonine-protein phosphatase,CHEMBL1293265
Nucleotide-binding oligomerization domain-containing protein 2,CHEMBL1293266
G-protein coupled receptor 35,CHEMBL1293267
Eukaryotic translation initiation factor 4H,CHEMBL1293274
Eyes absent homolog 2,CHEMBL1293275
Regulator of G-protein signaling 12,CHEMBL1293276
Niemann-Pick C1 protein,CHEMBL1293277
Geminin,CHEMBL1293278
Polyadenylate-binding protein 1,CHEMBL1293286
Insulin-degrading enzyme,CHEMBL1293287
Bromodomain-containing protein 2,CHEMBL1293289
ATP-sensitive inward rectifier potassium channel 1,CHEMBL1293292
Neuropeptides B/W receptor type 1,CHEMBL1293293
Ras-related protein Rab-9A,CHEMBL1293294
Ubiquitin carboxyl-terminal hydrolase 14,CHEMBL1293295
14-3-3 protein gamma,CHEMBL1293296
Peripheral myelin protein 22,CHEMBL1293298
Histone-lysine N-methyltransferase MLL,CHEMBL1293299
Ubiquitin carboxyl-terminal hydrolase BAP1,CHEMBL1293314
Relaxin receptor 1,CHEMBL1293316
Muscleblind-like protein 1,CHEMBL1293317
Protein phosphatase methylesterase 1,CHEMBL1293320
Cyclin-T2,CHEMBL1293321
Taste receptor type 1 member 2,CHEMBL1613741
Taste receptor type 1 member 3,CHEMBL1613742
Neutrophil cytosol factor 1,CHEMBL1613743
Menin,CHEMBL1615381
Nuclear receptor coactivator 3,CHEMBL1615382
Solute carrier family 12 member 2,CHEMBL1615383
Solute carrier family 12 member 5,CHEMBL1615384
Core-binding factor subunit beta,CHEMBL1615386
Nuclear receptor coactivator 1,CHEMBL1615387
SUMO-activating enzyme subunit 1,CHEMBL1615388
Oxoeicosanoid receptor 1,CHEMBL1628461
Cation channel sperm-associated protein 1,CHEMBL1628462
Transient receptor potential cation channel subfamily V member 6,CHEMBL1628465
Transient receptor potential cation channel subfamily M member 5,CHEMBL1628468
Transient receptor potential cation channel subfamily M member 4,CHEMBL1628469
Transient receptor potential cation channel subfamily M member 6,CHEMBL1628470
Relaxin-3 receptor 1,CHEMBL1628472
Relaxin-3 receptor 2,CHEMBL1628473
Transient receptor potential cation channel subfamily V member 5,CHEMBL1628474
Fatty-acid amide hydrolase 2,CHEMBL1628475
"Amiloride-sensitive cation channel 2, neuronal",CHEMBL1628477
Chloride channel protein 2,CHEMBL1628478
Apelin receptor,CHEMBL1628481
Relaxin receptor 2,CHEMBL1628482
Amiloride-sensitive sodium channel subunit beta,CHEMBL1628483
Amiloride-sensitive sodium channel subunit gamma,CHEMBL1628484
Solute carrier family 22 member 6,CHEMBL1641347
Solute carrier family 22 member 8,CHEMBL1641348
DNA-directed RNA polymerase II subunit RPB1,CHEMBL1641353
Deoxyribonuclease gamma,CHEMBL1649048
Cholecystokinin,CHEMBL1649050
Growth factor receptor-bound protein 7,CHEMBL1649051
C-C motif chemokine 2,CHEMBL1649052
Antigen-presenting glycoprotein CD1d,CHEMBL1649053
Beta-nerve growth factor,CHEMBL1649058
Serine/threonine-protein kinase VRK2,CHEMBL1649059
Galectin-4,CHEMBL1671608
ERO1-like protein alpha,CHEMBL1671609
Cytochrome b-c1 complex subunit 7,CHEMBL1671612
Prolactin-releasing peptide receptor,CHEMBL1681611
"Coproporphyrinogen-III oxidase, mitochondrial",CHEMBL1681618
